141,C1,1
142,C1,1
144,C1,1
146,C1,1
153,C1,1
153,C1,1
161,C1,1
167,C1,1
186,C1,1
187,C1,1
188,C1,1
188,C1,2
189,C1,1
189,C1,2
191,C1,1
195,C1,1
197,C1,1
203,C1,1
203,C1,1
203,C1,2
204,C1,1
204,C1,2
204,C1,1
205,C1,1
205,C1,1
205,C1,1
205,C1,2
205,C1,2
205,C1,1
206,C1,2
206,C1,3
206,C1,4
206,C1,3
206,C1,4
206,C1,5
207,C1,1
207,C1,2
208,C1,1
209,C1,1
209,C1,1
209,C1,2
209,C1,3
209,C1,4
209,C1,5
209,C1,6
210,C1,3
212,C1,1
212,C1,2
212,C1,3
212,C1,3
212,C1,4
212,C1,4
212,C1,5
212,C1,6
213,C1,3
214,C1,1
215,C1,1
215,C1,2
215,C1,3
216,C1,4
216,C1,5
216,C1,5
217,C1,1
219,C1,1
220,C1,1
220,C1,2
221,C1,3
221,C1,4
221,C1,5
222,C1,1
222,C1,2
222,C1,1
222,C1,1
223,C1,1
226,C1,1
229,C1,1
229,C1,1
230,C1,2
230,C1,3
230,C1,3
241,C1,1
244,C1,1
244,C1,2
244,C1,3
244,C1,1
249,C1,1
250,C1,1
250,C1,1
251,C1,2
251,C1,1
251,C1,2
251,C1,3
251,C1,4
253,C1,1
253,C1,2
253,C1,1
253,C1,1
255,C1,1
255,C1,1
255,C1,2
255,C1,3
256,C1,1
256,C1,1
257,C1,1
273,C1,1
274,C1,1
275,C1,1
276,C1,1
276,C1,2
276,C1,1
276,C1,1
276,C1,2
276,C1,3
276,C1,4
277,C1,2
277,C1,3
277,C1,4
277,C1,5
277,C1,6
277,C1,5
281,C1,1
284,C1,1
284,C1,2
284,C1,3
285,C1,1
285,C1,1
295,C1,1
297,C1,1
299,C1,1
303,C1,1
304,C1,1
311,C1,1
311,C1,1
312,C1,1
317,C1,1
317,C1,2
318,C1,1
319,C1,1
320,C1,1
325,C1,1
325,C1,1
325,C1,2
327,C1,1
327,C1,2
328,C1,1
329,C1,1
329,C1,2
329,C1,1
329,C1,2
329,C1,3
329,C1,4
334,C1,1
345,C1,1
373,C1,1
417,C1,1
425,C1,1
428,C1,1
428,C1,2
431,C1,1
432,C1,1
443,C1,1
463,C1,1
463,C1,2
463,C1,3
465,C1,1
493,C1,1
546,C1,1
546,C1,2
546,C1,3
546,C1,1
547,C1,1
550,C1,1
550,C1,2
553,C1,1
560,C1,1
560,C1,1
560,C1,1
561,C1,1
561,C1,2
561,C1,3
561,C1,4
561,C1,3
561,C1,3
561,C1,4
562,C1,4
563,C1,3
570,C1,1
570,C1,1
570,C1,1
571,C1,2
573,C1,1
577,C1,1
577,C1,2
579,C1,1
579,C1,1
579,C1,1
583,C1,1
585,C1,1
585,C1,2
585,C1,3
585,C1,4
585,C1,5
585,C1,6
586,C1,4
616,C1,1
619,C1,1
619,C1,1
623,C1,1
623,C1,1
624,C1,1
624,C1,2
624,C1,1
625,C1,1
625,C1,1
626,C1,1
626,C1,1
669,C1,1
669,C1,2
684,C1,1
685,C1,1
686,C1,1
687,C1,1
688,C1,1
688,C1,1
688,C1,2
688,C1,3
688,C1,4
689,C1,4
689,C1,5
689,C1,6
714,C1,1
716,C1,1
726,C1,1
739,C1,1
740,C1,1
740,C1,1
744,C1,1
744,C1,2
744,C1,3
744,C1,4
744,C1,5
744,C1,6
747,C1,1
779,C1,1
779,C1,2
781,C1,1
786,C1,1
786,C1,2
786,C1,1
790,C1,1
790,C1,2
802,C1,1
803,C1,1
804,C1,1
814,C1,1
821,C1,1
827,C1,1
829,C1,1
829,C1,1
829,C1,1
832,C1,1
832,C1,1
833,C1,1
834,C1,2
834,C1,3
834,C1,3
837,C1,1
837,C1,2
837,C1,3
837,C1,1
837,C1,1
838,C1,1
839,C1,1
841,C1,1
841,C1,2
845,C1,1
845,C1,1
846,C1,1
846,C1,1
847,C1,2
848,C1,1
848,C1,1
849,C1,1
851,C1,1
852,C1,1
853,C1,1
853,C1,1
853,C1,1
854,C1,1
854,C1,1
855,C1,1
855,C1,1
856,C1,1
856,C1,2
856,C1,2
856,C1,2
856,C1,2
856,C1,3
858,C1,1
858,C1,1
858,C1,2
858,C1,2
858,C1,1
859,C1,1
861,C1,1
861,C1,2
862,C1,3
862,C1,2
863,C1,1
863,C1,1
864,C1,1
864,C1,1
865,C1,1
865,C1,1
865,C1,1
865,C1,1
866,C1,1
866,C1,1
866,C1,1
867,C1,2
868,C1,1
868,C1,1
869,C1,1
869,C1,2
870,C1,1
870,C1,1
870,C1,1
870,C1,1
870,C1,2
871,C1,3
871,C1,3
871,C1,3
871,C1,4
872,C1,4
872,C1,4
873,C1,2
873,C1,3
873,C1,4
873,C1,5
874,C1,4
875,C1,3
875,C1,3
875,C1,3
876,C1,2
877,C1,1
877,C1,1
877,C1,1
878,C1,1
878,C1,1
878,C1,2
878,C1,1
879,C1,1
880,C1,1
881,C1,1
882,C1,1
885,C1,1
886,C1,1
886,C1,1
886,C1,2
888,C1,1
888,C1,1
888,C1,1
891,C1,1
891,C1,1
891,C1,1
893,C1,1
893,C1,1
894,C1,1
894,C1,1
894,C1,1
894,C1,1
896,C1,1
900,C1,1
901,C1,1
906,C1,1
909,C1,1
912,C1,1
915,C1,1
915,C1,1
917,C1,1
917,C1,1
917,C1,1
917,C1,2
917,C1,2
917,C1,3
917,C1,4
919,C1,1
922,C1,1
926,C1,1
933,C1,1
