153,C2,1
191,C2,1
193,C2,1
194,C2,1
235,C2,1
266,C2,1
275,C2,1
283,C2,1
287,C2,1
301,C2,1
306,C2,1
313,C2,1
384,C2,1
413,C2,1
428,C2,1
454,C2,1
455,C2,1
455,C2,1
455,C2,1
456,C2,2
461,C2,1
465,C2,1
492,C2,1
501,C2,1
514,C2,1
521,C2,1
522,C2,1
523,C2,1
527,C2,1
531,C2,1
538,C2,1
540,C2,1
558,C2,1
559,C2,1
567,C2,1
568,C2,1
568,C2,1
573,C2,1
576,C2,1
577,C2,1
580,C2,1
585,C2,1
588,C2,1
618,C2,1
618,C2,2
618,C2,1
620,C2,1
622,C2,1
623,C2,1
624,C2,1
625,C2,1
627,C2,1
631,C2,1
632,C2,1
635,C2,1
635,C2,1
636,C2,1
636,C2,1
636,C2,2
636,C2,3
637,C2,4
715,C2,1
720,C2,1
721,C2,1
726,C2,1
731,C2,1
770,C2,1
771,C2,1
1079,C2,1
1126,C2,1
1129,C2,1
1150,C2,1
1173,C2,1
1275,C2,1
1313,C2,1
1334,C2,1
1335,C2,1
1340,C2,1
1360,C2,1
1400,C2,1
1407,C2,1
1407,C2,2
1409,C2,1
1414,C2,1
1421,C2,1
1442,C2,1
1546,C2,1
1724,C2,1
1790,C2,1
1815,C2,1
1925,C2,1
1980,C2,1
2026,C2,1
2044,C2,1
2096,C2,1
2097,C2,1
2139,C2,1
2157,C2,1
2206,C2,1
2287,C2,1
2355,C2,1
2609,C2,1
2631,C2,1
2974,C2,1
3771,C2,1
4344,C2,1
4376,C2,1
4570,C2,1
4767,C2,1
4904,C2,1
4906,C2,1
4908,C2,1
4911,C2,1
4912,C2,1
4912,C2,2
4912,C2,3
4917,C2,1
4921,C2,1
4931,C2,1
4933,C2,1
5008,C2,1
5014,C2,1
5045,C2,1
5063,C2,1
5069,C2,1
5083,C2,1
5083,C2,2
5083,C2,2
5084,C2,1
5084,C2,1
5086,C2,1
5087,C2,1
5090,C2,1
5091,C2,1
5095,C2,1
5096,C2,2
5097,C2,3
5099,C2,2
5106,C2,1
5121,C2,1
5141,C2,1
5208,C2,1
5217,C2,1
5217,C2,1
5217,C2,1
5222,C2,1
5222,C2,1
5230,C2,1
5231,C2,1
5234,C2,1
5237,C2,1
5240,C2,1
5242,C2,1
5244,C2,1
5305,C2,1
5357,C2,1
5372,C2,1
5378,C2,1
5438,C2,1
5513,C2,1
5513,C2,1
5514,C2,1
5516,C2,1
5597,C2,1
5634,C2,1
5708,C2,1
5752,C2,1
5758,C2,1
5766,C2,1
5771,C2,1
5777,C2,1
5777,C2,1
5779,C2,1
5784,C2,1
5792,C2,1
5792,C2,1
5794,C2,1
5794,C2,1
5794,C2,1
5794,C2,1
5797,C2,1
5806,C2,1
5808,C2,1
5819,C2,1
5819,C2,1
5853,C2,1
5868,C2,1
5870,C2,1
5903,C2,1
5908,C2,1
5909,C2,1
5909,C2,1
5929,C2,1
5945,C2,1
5946,C2,1
5946,C2,1
5946,C2,1
5946,C2,1
5946,C2,2
5951,C2,3
5952,C2,2
5953,C2,3
5953,C2,4
6061,C2,1
6073,C2,1
6074,C2,1
6074,C2,1
6096,C2,1
6097,C2,1
6113,C2,1
6116,C2,1
6131,C2,1
6131,C2,1
6132,C2,1
6133,C2,1
6134,C2,1
6134,C2,1
6134,C2,1
6135,C2,1
6135,C2,1
6135,C2,1
