236,C2,1
425,C2,1
460,C2,1
480,C2,1
482,C2,1
502,C2,1
510,C2,1
515,C2,1
528,C2,1
533,C2,1
533,C2,1
617,C2,1
618,C2,1
664,C2,1
829,C2,1
834,C2,1
834,C2,1
835,C2,1
835,C2,2
835,C2,3
840,C2,1
842,C2,1
845,C2,1
846,C2,1
848,C2,1
849,C2,1
849,C2,1
853,C2,1
854,C2,1
854,C2,2
856,C2,1
861,C2,1
869,C2,1
1088,C2,1
1206,C2,1
1211,C2,1
1212,C2,1
1213,C2,2
1213,C2,3
1221,C2,1
1236,C2,1
1591,C2,1
1620,C2,1
1625,C2,1
1640,C2,1
1652,C2,1
1654,C2,1
1657,C2,1
1659,C2,1
1662,C2,1
1663,C2,1
1664,C2,1
1676,C2,1
1681,C2,1
1687,C2,1
1687,C2,1
1688,C2,1
1694,C2,1
1698,C2,1
1702,C2,1
1712,C2,1
1733,C2,1
1738,C2,1
1744,C2,1
1745,C2,1
1750,C2,1
1750,C2,2
1753,C2,1
1754,C2,1
1757,C2,1
1771,C2,1
1786,C2,1
1786,C2,1
1786,C2,2
1786,C2,3
1787,C2,1
1790,C2,1
1790,C2,1
1825,C2,1
1916,C2,1
1950,C2,1
1969,C2,1
2005,C2,1
2430,C2,1
2448,C2,1
2457,C2,1
2462,C2,1
2488,C2,1
2513,C2,1
22960,C2,1
22980,C2,1
22987,C2,1
23002,C2,1
23083,C2,1
23116,C2,1
23116,C2,1
23119,C2,2
23120,C2,1
23120,C2,2
23121,C2,3
23133,C2,1
23133,C2,1
23135,C2,1
23136,C2,1
23146,C2,1
23206,C2,1
23222,C2,1
23222,C2,1
23403,C2,1
23422,C2,1
23422,C2,1
23424,C2,1
23424,C2,1
23429,C2,1
23479,C2,1
23579,C2,1
23641,C2,1
23648,C2,1
23657,C2,1
23677,C2,1
23703,C2,1
23703,C2,1
23706,C2,1
23707,C2,1
23707,C2,2
23707,C2,1
23724,C2,1
23724,C2,1
23727,C2,1
23740,C2,1
23742,C2,1
23748,C2,1
23751,C2,1
23751,C2,1
23751,C2,1
23752,C2,1
23763,C2,1
23764,C2,1
23770,C2,1
23783,C2,1
23789,C2,1
23794,C2,1
23796,C2,1
23796,C2,1
23798,C2,2
23800,C2,1
23800,C2,1
23800,C2,1
23801,C2,2
23807,C2,1
23835,C2,1
23866,C2,1
23921,C2,1
23995,C2,1
24083,C2,1
24113,C2,1
24119,C2,1
24124,C2,1
24163,C2,1
24167,C2,1
24167,C2,1
24168,C2,1
24168,C2,1
24169,C2,1
24169,C2,1
24170,C2,1
24170,C2,1
24171,C2,1
24173,C2,1
24173,C2,2
24176,C2,1
24178,C2,1
24195,C2,1
