228,C2,1
420,C2,1
454,C2,1
474,C2,1
476,C2,1
496,C2,1
503,C2,1
508,C2,1
521,C2,1
526,C2,1
526,C2,1
539,C2,1
593,C2,1
660,C2,1
964,C2,1
969,C2,1
969,C2,1
969,C2,1
969,C2,1
969,C2,2
974,C2,1
979,C2,1
982,C2,1
983,C2,1
983,C2,1
984,C2,2
987,C2,1
988,C2,2
989,C2,1
996,C2,1
1109,C2,1
1336,C2,1
1336,C2,1
1336,C2,1
1336,C2,2
1336,C2,3
1339,C2,1
1339,C2,2
1339,C2,3
1342,C2,1
1342,C2,2
1347,C2,1
1349,C2,1
1349,C2,1
1350,C2,1
1358,C2,1
1360,C2,1
1742,C2,1
1742,C2,1
1742,C2,1
1751,C2,1
1751,C2,1
1753,C2,1
1756,C2,1
1758,C2,1
1759,C2,1
1810,C2,1
1810,C2,1
1810,C2,1
1819,C2,1
1843,C2,1
1843,C2,1
1858,C2,1
1860,C2,1
1861,C2,1
1862,C2,1
1863,C2,1
1863,C2,1
1872,C2,1
1874,C2,1
1878,C2,1
1879,C2,1
1879,C2,2
1882,C2,1
1884,C2,1
1885,C2,1
1886,C2,1
1887,C2,1
1895,C2,1
1906,C2,1
1906,C2,1
1907,C2,1
1907,C2,2
1907,C2,3
1911,C2,1
1911,C2,2
1911,C2,1
1911,C2,1
1911,C2,2
1912,C2,3
1913,C2,1
1914,C2,2
1934,C2,1
1936,C2,1
1937,C2,1
1937,C2,1
1937,C2,1
1947,C2,1
1956,C2,1
1956,C2,1
1956,C2,2
1956,C2,1
1957,C2,2
1957,C2,3
1958,C2,3
1958,C2,1
1960,C2,1
1960,C2,1
1961,C2,2
1961,C2,3
1964,C2,2
1964,C2,3
1967,C2,2
1968,C2,3
1968,C2,4
1968,C2,5
1968,C2,6
1970,C2,7
1971,C2,8
1971,C2,9
1975,C2,8
1976,C2,9
1980,C2,10
1981,C2,11
1981,C2,11
1983,C2,10
1984,C2,9
1986,C2,10
2000,C2,1
2006,C2,1
2008,C2,1
2009,C2,1
2010,C2,1
2011,C2,1
2018,C2,1
2024,C2,1
2026,C2,1
2026,C2,2
2029,C2,1
2031,C2,1
2045,C2,1
2047,C2,1
2053,C2,1
2062,C2,1
2066,C2,1
2068,C2,1
2071,C2,1
2076,C2,1
2079,C2,1
2079,C2,2
2079,C2,2
2079,C2,1
2085,C2,1
2088,C2,1
2089,C2,1
2103,C2,1
2103,C2,1
2103,C2,2
2104,C2,3
2105,C2,2
2108,C2,1
2109,C2,1
2109,C2,2
2109,C2,3
2112,C2,1
2112,C2,1
2112,C2,2
2113,C2,3
2114,C2,2
2114,C2,1
2114,C2,2
2117,C2,1
2118,C2,1
2122,C2,1
2126,C2,1
2127,C2,1
2127,C2,1
2127,C2,2
2132,C2,1
2132,C2,1
2132,C2,2
2133,C2,2
2169,C2,1
2169,C2,2
2170,C2,3
2170,C2,4
2181,C2,1
2187,C2,1
2188,C2,1
2197,C2,1
2197,C2,1
2198,C2,1
2205,C2,1
2205,C2,1
2209,C2,1
2232,C2,1
2289,C2,1
2295,C2,1
2298,C2,1
2300,C2,1
2302,C2,1
2302,C2,1
2597,C2,1
2597,C2,1
2605,C2,1
2605,C2,2
2605,C2,1
2606,C2,1
2606,C2,2
2606,C2,3
2616,C2,1
2616,C2,2
2633,C2,1
2636,C2,2
2638,C2,3
2658,C2,1
2658,C2,2
2672,C2,1
2700,C2,1
2707,C2,1
2748,C2,1
2764,C2,1
2767,C2,1
2805,C2,1
2806,C2,1
2808,C2,1
2809,C2,1
2810,C2,1
2810,C2,2
2810,C2,3
2810,C2,1
2810,C2,1
2810,C2,2
2818,C2,1
2825,C2,1
2826,C2,1
2837,C2,1
2838,C2,1
2891,C2,1
2928,C2,1
2933,C2,1
2982,C2,1
3026,C2,1
3029,C2,1
3073,C2,1
3080,C2,1
3087,C2,1
3093,C2,1
3107,C2,1
3113,C2,1
3119,C2,1
3136,C2,1
3147,C2,1
3336,C2,1
3570,C2,1
4276,C2,1
4286,C2,1
4288,C2,1
4288,C2,2
4289,C2,2
5428,C2,1
5434,C2,1
5508,C2,1
5510,C2,1
5538,C2,1
5566,C2,1
5572,C2,1
5596,C2,1
5617,C2,1
5628,C2,1
5629,C2,1
5629,C2,1
5636,C2,1
5637,C2,1
5637,C2,1
5637,C2,2
5637,C2,1
5642,C2,1
5648,C2,1
5669,C2,1
5669,C2,1
5670,C2,1
5670,C2,1
5670,C2,1
5671,C2,1
5672,C2,1
5672,C2,1
5674,C2,1
5674,C2,1
5675,C2,2
5678,C2,1
5679,C2,1
5693,C2,1
5710,C2,1
5717,C2,1
5721,C2,1
5736,C2,1
5736,C2,1
5736,C2,1
5736,C2,1
5737,C2,1
5737,C2,1
5739,C2,1
5740,C2,2
5740,C2,3
5740,C2,4
5740,C2,5
5752,C2,1
5770,C2,1
5771,C2,1
5771,C2,2
5773,C2,1
5777,C2,1
5782,C2,1
5783,C2,2
5794,C2,1
5794,C2,1
5794,C2,1
5795,C2,1
5795,C2,1
5796,C2,1
5796,C2,2
5796,C2,2
5797,C2,2
5797,C2,3
5797,C2,2
5798,C2,2
5801,C2,1
5805,C2,1
5805,C2,1
5817,C2,1
5829,C2,1
5882,C2,1
5886,C2,1
5893,C2,1
5895,C2,1
5924,C2,1
5928,C2,1
5928,C2,1
5929,C2,2
5931,C2,1
5934,C2,1
5940,C2,1
5940,C2,1
5940,C2,1
5940,C2,2
5941,C2,3
5942,C2,2
5943,C2,3
5943,C2,4
5945,C2,5
5950,C2,1
5950,C2,2
5952,C2,1
5952,C2,1
5954,C2,1
5959,C2,1
5960,C2,1
5960,C2,2
5962,C2,1
5968,C2,1
5977,C2,1
5977,C2,2
5985,C2,1
5985,C2,1
5993,C2,1
5995,C2,1
5997,C2,1
5997,C2,1
5999,C2,1
6000,C2,1
6001,C2,1
6002,C2,1
6004,C2,1
6009,C2,1
6013,C2,1
6018,C2,1
6018,C2,1
6027,C2,1
6032,C2,1
6033,C2,1
6033,C2,1
6048,C2,1
6048,C2,1
6048,C2,1
6049,C2,2
6052,C2,1
6052,C2,1
6053,C2,2
6053,C2,3
6079,C2,1
6084,C2,1
6084,C2,1
6108,C2,1
6113,C2,1
6114,C2,1
6114,C2,1
6114,C2,1
6153,C2,1
6158,C2,1
6158,C2,1
6168,C2,1
6168,C2,1
6175,C2,1
6176,C2,1
6177,C2,2
6177,C2,1
6177,C2,1
6198,C2,1
6200,C2,1
6210,C2,1
6210,C2,1
6216,C2,1
6219,C2,1
6220,C2,1
6220,C2,2
6224,C2,1
6225,C2,1
6225,C2,2
6229,C2,1
6231,C2,1
6232,C2,1
6247,C2,1
6282,C2,1
6314,C2,1
6317,C2,1
6325,C2,1
6325,C2,1
6326,C2,1
6334,C2,1
6334,C2,1
6341,C2,1
6356,C2,1
6357,C2,1
6357,C2,1
6360,C2,1
6363,C2,1
6367,C2,1
6371,C2,1
6386,C2,1
6386,C2,1
6386,C2,1
6388,C2,1
6388,C2,2
6390,C2,1
6428,C2,1
6430,C2,1
6436,C2,1
6462,C2,1
6481,C2,1
6488,C2,1
6520,C2,1
6536,C2,1
6540,C2,1
6541,C2,1
6547,C2,1
6548,C2,1
6549,C2,1
6549,C2,1
6560,C2,1
6575,C2,1
6581,C2,1
6585,C2,1
6585,C2,1
6586,C2,1
6588,C2,1
6588,C2,1
6589,C2,1
6589,C2,1
6589,C2,2
6590,C2,2
6592,C2,1
6592,C2,1
6592,C2,2
6592,C2,3
6593,C2,3
6593,C2,4
6593,C2,3
6594,C2,3
6605,C2,1
6608,C2,1
6639,C2,1
6662,C2,1
6665,C2,1
6666,C2,1
6666,C2,1
6668,C2,1
6681,C2,1
6682,C2,1
6682,C2,1
6695,C2,1
6697,C2,1
6700,C2,1
6720,C2,1
6722,C2,1
6728,C2,1
6733,C2,1
6736,C2,1
6741,C2,1
6742,C2,1
6742,C2,1
6742,C2,1
6745,C2,1
6745,C2,1
6747,C2,1
6768,C2,1
6794,C2,1
6794,C2,1
6794,C2,1
6823,C2,1
6825,C2,1
6841,C2,1
6846,C2,1
6863,C2,1
6875,C2,1
6902,C2,1
6923,C2,1
6925,C2,1
6935,C2,1
6938,C2,1
6947,C2,1
6952,C2,1
6954,C2,1
6957,C2,1
6962,C2,1
6964,C2,1
6984,C2,1
7006,C2,1
7007,C2,1
7009,C2,1
7009,C2,2
7009,C2,3
7009,C2,4
7010,C2,4
7014,C2,1
7019,C2,1
7020,C2,1
7027,C2,1
7032,C2,1
7032,C2,1
7032,C2,1
7033,C2,1
7037,C2,1
7051,C2,1
7053,C2,1
7053,C2,1
7054,C2,1
7055,C2,1
7055,C2,1
7055,C2,1
7055,C2,2
7055,C2,2
7055,C2,2
7057,C2,1
7063,C2,2
7066,C2,1
7067,C2,1
7067,C2,2
7071,C2,1
7080,C2,1
7085,C2,1
7094,C2,1
7100,C2,1
7118,C2,1
7118,C2,1
7118,C2,1
7120,C2,1
7149,C2,1
7153,C2,1
7165,C2,1
7167,C2,1
7168,C2,1
7168,C2,1
7168,C2,2
7168,C2,2
7168,C2,3
7169,C2,4
7169,C2,5
7169,C2,6
7169,C2,7
7223,C2,1
7229,C2,1
7229,C2,1
7229,C2,1
7230,C2,1
7233,C2,1
7249,C2,1
7253,C2,1
7254,C2,1
7278,C2,1
7296,C2,1
7318,C2,1
7335,C2,1
7353,C2,1
7370,C2,1
7390,C2,1
7407,C2,1
7425,C2,1
7466,C2,1
7471,C2,1
7471,C2,1
7472,C2,2
7473,C2,1
7477,C2,1
7485,C2,1
7488,C2,1
7490,C2,1
7493,C2,1
7497,C2,1
7505,C2,1
7509,C2,1
7531,C2,1
7536,C2,1
7540,C2,1
7546,C2,1
7556,C2,1
7556,C2,1
